country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,termination_date,recall_initiation_date,postal_code,voluntary_mandated,status,more_code_info
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: Impurity N-nitrosodimethylamine (NDMA) found in API,,,AR171764A 11/2019  AR171875A 11/2019  AR171876A 11/2019  AR171981A 11/2019  AR180020C 1/2020  AR180206A 1/2020  AR180207A 1/2020  AR180208A 1/2020  AR180438A 2/2020  AR180439A 2/2020  AR180481A 3/2020  AR180482A 3/2020  AR180483A 3/2020  AR181690A 10/2020  AR181691A 10/2020  AR181806A 11/2020  AR190058A 12/2020  AR190059A 12/2020  AR190183A 1/2021  AR190184A 1/2021  AR171984A 12/2019  AR180020B 1/2020  AR180675A 4/2020  AR180868B 5/2020  AR181807A 11/2020  AR190366B 2/2021  AR171986A 12/2019  AR171987A 12/2019  AR180255A 1/2020  AR180441A 2/2020  AR180442A 2/2020  AR180559A 3/2020  AR180560A 3/2020  AR180594A 3/2020  AR180595A 3/2020  AR180829A 4/2020  AR180831A 5/2020  AR180832A 5/2020  AR180868A 5/2020  AR181807C 11/2020  AR190085A 12/2020  AR190086A 12/2020  AR190087A 12/2020  AR190124A 1/2021  AR190542B 3/2021  AR190609A 3/2021  AR190610A 3/2021  AR171875B 11/2019  AR180483B 3/2020  AR181807B 11/2020  AR190008B 12/2020  AR171763A 11/2019  AR171764B 11/2019  AR171874A 11/2019  AR171875C 11/2019  AR171877B 11/2019  AR171878B 11/2019  AR171982A 11/2019  AR171983A 12/2019  AR171985A 12/2019  AR180016A 12/2019  AR180017A 12/2019  AR180018A 12/2019  AR180019A 12/2019  AR180020A 1/2020  AR180208B 1/2020  AR180256A 1/2020  AR180291A 1/2020  AR180292A 1/2020  AR180293A 1/2020  AR180294A 2/2020  AR180295A 2/2020  AR180364A 2/2020  AR180365A 2/2020  AR180366A 2/2020  AR180367A 2/2020  AR180368A 2/2020  AR180440B 2/2020  AR180484A 3/2020  AR180485A 3/2020  AR180556A 3/2020  AR180557A 3/2020  AR180558A 3/2020  AR180596A 3/2020  AR180597A 3/2020  AR180598A 3/2020  AR180599A 3/2020  AR180675B 4/2020  AR180676A 4/2020  AR180677A 4/2020  AR180678A 4/2020  AR180679A 4/2020  AR180801A 4/2020  AR180802A 4/2020  AR180803A 4/2020  AR180869A 5/2020  AR180870A 5/2020  AR180871A 5/2020  AR180872A 5/2020  AR180994A 5/2020  AR180995A 5/2020  AR180996A 5/2020  AR180997A 6/2020  AR180998A 6/2020  AR181158A 7/2020  AR181159A 7/2020  AR181160A 7/2020  AR181161A 7/2020  AR181692A 10/2020  AR181693A 10/2020  AR181694A 10/2020  AR181709A 10/2020  AR181710A 11/2020  AR181711A 11/2020  AR181808A 11/2020  AR181809A 11/2020  AR190004A 12/2020  AR190005A 12/2020  AR190006A 12/2020  AR190007A 12/2020  AR190008A 12/2020  AR190088A 12/2020  AR190089A 12/2020  AR190090A 12/2020  AR190121A 12/2020  AR190122A 12/2020  AR190123A 12/2020  AR190125B 1/2021  AR190181A 1/2021  AR190182A 1/2021  AR190364A 2/2021  AR190365A 2/2021  AR190366A 2/2021  AR190509A 3/2021  AR190510A 3/2021,20191209,Product was distributed throughout the United States.,NY,"Ranitidine Tablets, USP 150 mg  a).60-count bottles (NDC 65162-253-06) , b).100-count bottles (NDC 65162-253-10), c).180-count bottles (NDC 65162-253-18), d).500-count bottles (NDC 65162-253-50) and e)1000-count bottles (NDC 65162-253-11).",20191218,Class II,"Amneal Pharmaceuticals, Inc.",D-0612-2020,Press Release,Drugs,84353,,20191122,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Melville,60 Baylis Road,Failed Impurities/Degradation Specifications: Ketoconazole Cream 2% is the subject of a voluntary drug recall by Fougera due to an Out Of Specification result for an unknown degradant product,,"60,210 units","Lot #: 835H, Exp 07/12",20130402,Nationwide,NY,"Fougera Ketoconazole Cream 2%, 15g tube, Rx only, Labeled with E. Fougera & Co., a division of Fougera Pharmaceuticals Inc., Melville, New York 11747, NDC 0168-0099-15",20130410,Class III,Fougera Pharmaceuticals  Inc.,D-241-2013,Letter,Drugs,62625,20151210,20120718,11747-0103,Voluntary: Firm initiated,Terminated,
United States,Deer Park,13A Lucon Dr,Marketed Without An Approved NDA/ANDA: New York State Department of Health analysis of this product found it to contain undeclared steroid-like substances making it an unapproved new drug.,,unknown,lot number: 12-829,20131218,"Approximately 30% of all finished products were sold to customers in interstate to include but may not be limited to NY, NJ & CT via UPS.  Products are promoted and sold directly to customers at Healthy Life Chemistry's retail store at 13A Lucon Drive in Deer Park, NY, on the company website (www.purityfirst.com), and are available at the health food store, Total Health, located at 120 Rte 110, Farmingdale, NY (www.totaldiscountvitamins.com).",NY,"Multi-Mineral capsules, 200-count bottles, labeled in part as Healthy Life Chemistry, By Purity First, Manufactured for: Purity First Health Products, Inc. Healthy Life Chemistry 51 Florida Street, Farmingdale, NY 11735; 1-800-696-7017",20131225,Class I,Healthy Life Chemistry Inc dba Purity First,D-374-2014,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,65842,20150511,20130731,11729-5711,Voluntary: Firm initiated,Terminated,
United States,Farmingdale,96 Gazza Blvd,CGMP Deviations: Recall notice received from supplier that Thyroid Powder has inconsistent levels of the active ingredients levothyroxine and liothyronine.,,2 drums,All lots,20181011,Al & TX only,NY,"THYROID POWDER USP, Full Strength (Levothyroxine labeled range of 103-125mcg/grain; Liothyroine (correct spelling Liothyronine): labeled range of 24.3-29.7mcg/grain) active pharmaceutical ingredient; 5 KG bag, Rx Compounding only, Manu By: Sichuan Friendly Pharmaceutical Co., Ltd., No. 680 Hongpai Road, Neijiang, sichuan 641000, china; Distributed: Syntec Pharma Corp., 96 Gazza Blvd., Farmingdale NY  11735, CAS No. 50809-32-0",20181017,Class II,Syntec Pharma Corp,D-0013-2019,Letter,Drugs,81128,,20180822,11735-1402,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"222,096 units",18043 2/20  18115 5/20   18300 12/20    18300 12/20   18116 5/20   18115 5/20    18044 2/20   18043 2/20,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricant Eye Drops Multi-Symptom Eye Relief, Item#: 563431, 15 mL, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0412-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,89 Arkay Dr,"CGMP Deviations: FDA laboratory testing confirmed presence of an impurity, N-nitrosodimethylamine (NDEA) in product.",,"30,194 HDPE bottles","60429-642-30 Irbesartan 300mg Tablets, 30 Count Bottle GS019036 Sep-19   GS019073 Sep-19   GS021472 Nov-19   GS021530 Nov-19   GS022234 Feb-20         60429-642-90 Irbesartan 300mg Tablets, 90 Count Bottle B162009 Sep-19   B162010 Sep-19   B162011 Sep-19   B162012 Nov-19   B162013 Nov-19   B162014 Nov-19   B162015 Nov-19   C162001 Feb-20",20181120,Nationwide,NY,"GSMS Irbesartan Tablets, USP, 300 mg,(a) 30-count bottle (NDC 60429-642-30), (b) 90-count bottle (NDC 60429-642-90), Rx Only, Manufactured by ScieGen Pharmaceuticals, Inc. Hauppauge, NY 11788, Marketed by: GSMS Incorporated Camarillo, CA 93012 USA.",20181128,Class II,Sciegen Pharmaceuticals Inc,D-0272-2019,Press Release,Drugs,81458,,20181029,11788-3727,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"50,904 units",Lot #: 17290; Exp 09/19,20191115,U.S.A. Nationwide,NY,"Equate Support Advanced Lubricant Gel Drops Multi Dose Preservative Free W-M Item # 563031654, Package Size 7.5 mL, Distributed by: Walmart Inc., Bentonville, AR 72716, NDC 49035-882-54",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0371-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,Lot #: 18008     1/20            19105     4/22,20191115,U.S.A. Nationwide,NY,"OCuSOFT retaine NaCl Ophthalmic Ointment, Product Size: 3.5g, SKU #: 777-3-77",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0482-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,"Suite # 401, 4th Floor",CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,"Room No. 430, 150 Motor Parkway","4,127,500 tablets","Lot #: HI6001, HI6002, HI6003, Exp 02/18",20180124,Distributed to repackaging firms in NY who then distributed Nationwide in the USA.,NY,"Ibuprofen Tablets, USP 200 mg, 6 x 6500 Tablets bulk packed in double polybag shipper packs for further packaging, Rx only, Manufactured by: Marksans Pharma Ltd., Plot No. L-82, L-83, Verna Indl. Estate, Verna, Goa - 403 722, India, NDC 25000-136-20.",20180131,Class II,Marksans Pharma Inc.,D-0236-2018,Letter,Drugs,78822,20200526,20180109,11788,Voluntary: Firm initiated,Terminated,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,AM190123A 1/31/2021  AM190193A 1/31/2021  AM190194A 1/31/2021  AM190195A 1/31/2021  AM190196A 1/31/2021  AM190197A 1/31/2021  AM190198A 1/31/2021  AM190199A 1/31/2021  AM190200A 2/28/2021  AM190201A 2/28/2021  AM190202A 2/28/2021  AM190269A 2/28/2021  AM190270A 2/28/2021  AM190271A 2/28/2021  AM190272A 2/28/2021  AM190289A 2/28/2021  AM190290A 2/28/2021  AM190291A 2/28/2021  AM190292A 2/28/2021  AM190293A 2/28/2021  AM190294A 2/28/2021  AM190549A 4/30/2021  AM190550A 4/30/2021  AM190551A 4/30/2021  AM190552A 4/30/2021  AM190553A 4/30/2021  AM190554A 4/30/2021  AM190555A 5/31/2021  AM190556A 5/31/2021  AM190586A 5/31/2021  AM190587A 5/31/2021  AM190588A 5/31/2021  AM190589A 5/31/2021  AM190590A 5/31/2021  AM190605A 5/31/2021  AM190673A 6/30/2021  AM190707A 6/30/2021  AM190708A 6/30/2021  AM190709A 6/30/2021  AM190710A 6/30/2021  AM190714C 6/30/2021  AM190751C 6/30/2021  AM190752C 6/30/2021  AM190753A 8/31/2021  AM190754A 8/31/2021  AM190755A 8/31/2021  AM190756A 8/31/2021  AM190757A 8/31/2021  AM190929A 8/31/2021  AM190930A 8/31/2021  AM190931A 8/31/2021  AM190932A 8/31/2021  AM190933A 8/31/2021  AM190995A 8/31/2021  AM191000A 8/31/2021  AM191001A 8/31/2021  AM191002A 8/31/2021  AM191003A 8/31/2021  AM191034A 9/30/2021  AM191035A 9/30/2021  AM191036A 9/30/2021  AM191037A 9/30/2021  AM191038A 9/30/2021  AM191039A 9/30/2021  AM191086A 9/30/2021,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-release Tablets, USP 500 mg Rx Only 90 Tablets bottles, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd. Ahmedabad, 388213, INDIA Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08907  NDC 65162-178-09",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1344-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,81969 units,17210 7/19  17378 12/19  18175 7/20,20191115,U.S.A. Nationwide,NY,"Natural Ophthalmics Ortho-K Thick Comfort Gel, 15 mL,  NDC  68770-143-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0462-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"73,548 units",17131 5/20 18031 1/21 19065 3/22,20191115,U.S.A. Nationwide,NY,"Grandall Colirio Ojo De Aguila Eye Drops, Sterile, Net Wt 1/2 fl oz (15 mL)  Dist. By Grandall Distributing Co.Inc., Glendale, CA 91204-2707",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0459-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"809,600 units",17087 3/20   17088 3/20  17109 4/20   17110 4/20  17306 10/20   17307 10/20   17318 10/20   17323 10/20   18014 1/21   18045 2/21   18059 3/21   18063 3/21   18117 5/21   18134 5/21   18228 9/21   18261 10/21   19119 4/22   16207 8/19   16233 8/19   16250 9/19   16268 10/19   16301 11/19,20191115,U.S.A. Nationwide,NY,"Altaire Sterile Eye Wash, 118 mL (4 fl oz), Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-175-35",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0425-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,30240 units,"Lot #: TCI , Exp 03/21",20191115,U.S.A. Nationwide,NY,"Walgreens Sodium Chloride Ophthalmic Ointment, 5% Hypertonicity Eye Ointment Sterile, Net Wt. 0.125 oz (3.5 g), Distributed by Walgreen Co. 200 Wilmot Road Deerfield, IL 60015, NDC 0363-7500-50",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0361-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"48,168 units",Lot #: RJM 10/19   RIA 09/19   SAN 01/20   SFF 06/20,20191115,U.S.A. Nationwide,NY,"CVS Health Preservative Free Lubricant Eye Drops (Carboxymethy-Cellulose Sodium 0.5% Glycerin 1% Polysorbate 80 0.5%), Advanced Relief, 30 Sterile Single-Use Containers 0.02 fl. oz. (0.6 mL) each, Item #563442, NDC 50428 30295 8, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0391-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Deer Park,75 N Industry Ct,"CGMP Deviations: Failure of the manufacturer, Wockhardt Ltd, to adequately investigate customer complaints.",,"86,106 Cartons","Lot #: 3K34915, Expiry: 07/2015",20150612,US Nationwide,NY,"Famotidine Tablets, USP, 20 mg Tablets, Over the Counter, Made in India and labeled: a) freds Acid Controller, 25 Tablet Cartons, DISTRIBUTED BY: fred's, Inc. 4300 NEW GETWELL RD, MEMPHIS, TN 38118. UPC: 0 84579 12592 0. b) HARMON FACE VALUES MAXIMUM STRENGTH Heartburn RELIEF, 25 Tablet Cartons, Distributed by Harmon Stores, Inc. 650 Liberty Ave. Union, NJ 07083, UPC: 3 62211 93292 2. c) Health A2Z Maximum Strength HEARTBURN RELIEF, 8 Tablet Cartons, Manufactured for: A&Z Pharmaceutical Inc. Hauppauge, NY 11788. UPC: 3 62211 34929 4. d) MARKET BASKET Maximum Strength HEARTBURN RELIEF ACID CONTROL, 30 Tablet Cartons, Distributed by: Demoulas Supermarkets, Inc. 875 East St. Tewksbury, MA 01876, UPC: 0 49705 83147 2.",20150624,Class II,Allegiant Health,D-1134-2015,Letter,Drugs,71266,20180605,20150512,11729-4601,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,46345 units,SAP 1/20 3/16/2018   SFI 6/20 8/16/2018   SLA 12/20 1/4/2019   TBM 2/21,20191115,U.S.A. Nationwide,NY,"ActivEyes Altachlore Sodium Chloride Hypertonicity Opthalmic Ointment, 5%, Manufactured by: Altaire Pharmaceuticals Inc.  Aquebogue, NY 11931, NDC 59390-184-50",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0416-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,17238 08/19   18094 4/20   19058 02/21,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricating Gel Drops for Anytime Use, Item#: 563420, 10 mL, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0401-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"55,134 units",18026    1/21    18100    4/21        19052    2/22        19130    5/22,20191115,U.S.A. Nationwide,NY,"OCuSOFT Eye Wash Sterile Isotonic Buffered Solution, 1 FL OZ (30 mL), Manufactured for OCuSOFT, Inc. Richmond, TX 77406-0429, NDC  54799-565-01",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0447-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"6,877 units",SKG 11/21 12/28/2018   TAQ 01/22 04/23/2019,20191115,U.S.A. Nationwide,NY,"iSolutions ActivEyes Nighttime Lubricant Eye Ointment Preservative Free, Sterile, Net Wt: 3.5 g (1.8 oz), Manufactured by: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931  NDC 59390-190-50",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0414-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Central Islip,550 S Research Pl,Failed impurities/degradation specifications: Failure to water content and impurity,,3222 vials,"Lot #: GE70493, GE70502, GE70512, Exp 8/2019",20180426,U.S.A. nationwide,NY,"Decitabine for Injection, 50mg per vial, Rx only, Manufactured by: Cipla Ltd., Verna Goa, India, Manufactured for: Cipla USA, Inc., 1560 Sawgrass Corporate Parkway, Suite 130, Sunrise, FL 33323, NDC 69097-285-37",20180418,Class III,"InvaGen Pharmaceuticals, Inc.",D-0698-2018,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,79729,20210120,20180305,11722-4415,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"152,369 units",Lot #: SEI  5/21  SGC 7/21  QGB 07/19  QID 09/19  RJC 10/20  RCJ 03/20  RCB 03/20  TCJ 03/22,20191115,U.S.A. Nationwide,NY,"CVS Health Natural Tears Lubricant Eye Drops, Preservative Free Ophthalmic Solution, Sterile, 0.02 Fl. oz., (0.6 mL) each, 32 Single Use Vials, Item #538397, Distributed by: CVS Pharmacy, Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0373-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,17290 9/19  18052 2/20,20191115,U.S.A. Nationwide,NY,"TRP/ TARGET up & up intensive relief lubricating eye drop, 10 mL",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0468-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,New Hyde Park,1111 Marcus Ave,Microbial Contamination of a Non-Sterile Product,,"1,098 tubes",Lot code 8041,20180814,Product was distributed to one distributor in California who may have distributed the product further within the US.,NY,"alba BOTANICA Sensitive Sheer Shield Sunscreen Fragrance Free spf 50+ , 85 g 3 oz tube. Manufactured by: The Haine Celestial Group, Inc. Lake Success, NY,   UPC 7 24742 00438 5",20180822,Class II,"The Hain Celestial Group, Inc. - Worldwide HQ",D-1078-2018,Letter,Drugs,80648,20190118,20180725,11042-1221,Voluntary: Firm initiated,Terminated,
United States,Westbury,135 Cantiague Rock Rd,cGMP Deviations: GYMA laboratories Inc. has recalled multiple Active Pharmaceutical Ingredients manufactured in Italy upon receipt of a Rapid Alert Notification issued by The Italian Medicines Agency due to lack of good manufacturing practices.,,10 Kg,"Lot Number: 161600, Exp 03/2016",20141010,Nationwide,NY,"Dipyridamole API, NET WT 10 Kg, Rx Only, S.I.M.S. , Chemical Product for Medicines Preparation, Made in Italy, NDC 012660-0084",20141022,Class II,"Gyma Laboratories Of Amer,Inc",D-0021-2015,E-Mail,Drugs,69243,20180604,20140709,11590-2826,Voluntary: Firm initiated,Terminated,
